#groundtruth,mba
1*((v1&v2)|(v0&(v1|v2))),2*(~(v0^v1)|~(v0^v2))-2*~(v0&(v1&v2))+1*(~v0|(v1^v2))+7*((v0|v1)&(v0^(v1^v2)))-1*(v1^(v0&v2))-7*(v0^(v1^v2))-1*(v2^~(v0|v1))-1*~(v0^v2)+5*((v0^v1)|~(v0^v2))+11*((v0^v1)&~(v0^v2))-3*((v0|~v1)&~(v1^v2))-11*(v1^~(v0|(v1&v2)))-5*(v2^~(~v0|(v1&v2)))+5*((v0&v1)|(v1^v2))+5*(v0|(~v1|v2))+5*(~(v0^v1)&(v0^v2))-5*~v1+7*(v1^(v0&(~v1|v2)))+5*(v0|~v1)-2*(~v1|(v0^v2))+7*(~(v0|~v1)|(v1^v2))-7*(v1^~(~v0|(v1&v2)))+2*(v1^~(v0&(v1&v2)))+1*((v0&v2)|(v1&~v2))-1*(v0^v1)-11*(v0&v2)-2*((v1&~v2)|~(~v0|(~v1&v2)))-2*(~(v0|v1)|(v1^v2))+1*(~(v0&~v1)&(v1^v2))-11*(v1^(v0&~v2))-3*(v1^~(v0&~v2))+3*(v2^~(v0&~v1))-1*(v2^~(~v0&(~v1|v2)))-11*(v2^(v0&(~v1|v2)))-3*(v0&(v1|v2))+4*((v1&v2)^~(~v0&(v1^v2)))+3*(v2^~(v0|(~v1&v2)))-3*(v1^~(v0|v2))+3*~(v0|(v1|v2))-18*~(v0|(~v1|v2))+22*~(~v0|(v1|v2))-10*~(~v0|(~v1|v2))+13*(~v0&(~v1&v2))+32*(~v0&(v1&v2))-21*(v0&(~v1&v2))+31*(v0&(v1&v2))
1*((v1&v2)|(v0&(v1|v2))),16*((v1&v2)|(v0&(v1|v2)))*(v0&v1)+20*((v1&v2)|(v0&(v1|v2)))*(v0&~v1)-10*((v1&v2)|(v0&(v1|v2)))*v0-7*((v1&v2)|(v0&(v1|v2)))*~(v0^v1)+10*((v1&v2)|(v0&(v1|v2)))*~(v0|~v1)-11*((v1&v2)|(v0&(v1|v2)))*(v0^v1)+6*((v1&v2)|(v0&(v1|v2)))*~(v0|v1)
-2*~(v0|(~v1|v2)),-1*~(v0&(v1^v2))-6*((v0&v1)^~(v0^(~v1|v2)))+1*(v1^(v0&(v1^v2)))-1*~(v0&(~v1&v2))-2*(v0^v2)-3*(v2^~(v0&(v1|v2)))+3*(~(v0|~v1)|(v1^v2))+11*(v1^~(~v0|(~v1&v2)))-1*(~v0|(v1^v2))-1*(v2^(v0|~v1))-1*~v1-1*((v0&v1)|~(v1|v2))-1*(v1^(~v0&(v1|v2)))-1*~(v0|~v2)-7*(v1^(v0|(v1|v2)))-2*((v0^v1)&~(v0^v2))-3*(v1^(~v0&(v1^v2)))-1*(v2|~(v0^v1))+5*~(~v0&(~v1|v2))+1*(v1&~v2)-11*(~v0|(v1&v2))-7*(v1^~(~v0|(v1^v2)))+1*(v2^~(v0&~v1))+2*(~(v0|v1)|~(v0^(v1^v2)))-2*~(~v0&(v1|v2))-2*(~(v0&v1)&~(v1^v2))-5*(v2^~(~v0&(v1|v2)))-3*((v1&v2)|(v0&(v1|v2)))+4*~(v0&v2)-3*(v1^~(v0&~v2))-1*(v2|~(v0|v1))+1*((v0^v1)|~(v0^v2))-2*(v2^(v0|(v1&v2)))+11*(v0|(v1&v2))+2*~(v0|v2)-1*(v2^~(v0&(~v1|v2)))+1*(v0^(~v1&v2))+2*((v1&~v2)|~(v0|(~v1&v2)))-6*~(v0^v1)-2*(v1&(v0|v2))+7*((v1&~v2)^(~v0|(v1^v2)))+22*~(v0|(v1|v2))+8*~(~v0|(v1|v2))+18*~(~v0|(~v1|v2))+30*(~v0&(~v1&v2))+18*(v0&(v1&v2))
-2*~(v0|(~v1|v2)),6*~(v0|(~v1|v2))*(v0&v1)+10*~(v0|(~v1|v2))*(v0&~v1)-8*~(v0|(~v1|v2))*(v0|v1)-4*~(v0|(~v1|v2))*~(v0&v1)-2*~(v0|(~v1|v2))*~(v0|v1)+14*~(v0|(~v1|v2))*~(v0|~v1)+4*~(v0|(~v1|v2))*~(v0^v1)+4*~(v0|(~v1|v2))*~v1
-1*(v2|(v0&v1))-11*(v2^~(v0|(~v1&v2))),-2*(v1&~(v0&~v2))-1*(v1^(v0|(v1&v2)))-6*(v1&(v0^v2))-1*(v1^(~v0|(v1&v2)))-7*(~(v0&~v1)&~(v0^(v1^v2)))-1*(v1^~(v0|(v1&v2)))+4*(v1|~(v0|~v2))-2*(~v0|(~v1&v2))-1*(v1|~(v0^v2))-11*((v0&v2)^~(v0^(v1&v2)))+1*(v0|v1)-5*~(v0&~v2)+11*~(v0|~v1)-6*v2-1*(v1&~(v0^v2))+1*((v1&v2)^~(v0&(v1^v2)))+1*~(v0|(v1&v2))-11*~(v0&(~v1|v2))+5*(~(v0^v1)|~(v0^v2))-1*((v0&v2)^(v0^(v1&v2)))+2*(v2^(v0|(v1|v2)))+1*((v0^v1)|~(v0^v2))-5*((v0^v1)&~(v0^v2))+2*(v0&~v1)+5*~(v1|v2)+11*((v0&v1)|~(v0^(v1^v2)))+7*(v2^~(~v0|(~v1&v2)))+1*~(~v0&(v1&v2))-1*(v2&~(v0&~v1))+1*(v0|(~v1&v2))-2*~(~v0|(v1&v2))+4*(v0|(v1^v2))+1*((v1&~v2)^(v0|(v1^v2)))+7*(v2^~(~v0&(v1&v2)))+1*(v1^~(v0&(~v1|v2)))-1*(v1^~(v0&v2))-1*(~(v0|v1)|(v1^v2))-3*~(~v0&(v1|v2))-11*((v0&~v1)|(v0^(v1^v2)))-1*(v2|~(v0|~v1))+3*~(v0|(~v1|v2))-14*~(~v0|(v1|v2))-10*~(~v0|(~v1|v2))+14*(~v0&(~v1&v2))+1*(~v0&(v1&v2))+3*(v0&(~v1&v2))-8*(v0&(v1&v2))
-1*(v2|(v0&v1))-11*(v2^~(v0|(~v1&v2))),-2*(v2|(v0&v1))*(v0&v1)-11*(v2|(v0&v1))*(v0&~v1)-8*(v2|(v0&v1))*v1-11*(v2|(v0&v1))*~(v0|v1)+9*(v2|(v0&v1))*~(v0|~v1)+66*(v2^~(v0|(~v1&v2)))*(v0&v1)+77*(v2^~(v0|(~v1&v2)))*(v0&~v1)+66*(v2^~(v0|(~v1&v2)))*(v0|v1)+143*(v2^~(v0|(~v1&v2)))*~(v0|v1)-55*(v2^~(v0|(~v1&v2)))*~(v0|~v1)+11*(v2|(v0&v1))*(v0|~v1)+1*(v2|(v0&v1))*~v1-121*(v2^~(v0|(~v1&v2)))*(v0|~v1)-11*(v2^~(v0|(~v1&v2)))*~v1
1*(v2&~(v0^v1))+2*~(v0|(v1|v2)),-7*(~v0&(v1^v2))+1*((v0&v1)|~(v1^v2))-1*(v2&~(v0&v1))+2*(v1^(~v0|(~v1|v2)))-7*(~(v0^v1)|(v0^v2))-2*(~v1|~(v0^v2))-1*(v1^(~v0|(~v1&v2)))-2*~(v0&v2)+2*(~v2|(v0^v1))-1*((v0|v1)&~(v1^v2))+1*((v1&~v2)|~(v0|(~v1&v2)))-2*(v1|(v0^v2))+5*~(v0&~v1)-1*(v1^(v0|(v1^v2)))-1*(v2|~(v0|v1))-11*(v1&~(v0^v2))-7*(v1|v2)+5*(~v0&(~v1|v2))-7*~(v0^v2)-6*((v0^v1)|(v0^v2))-5*(v0^(~v1|v2))-1*(~(v0^v1)&~(v0^v2))-5*(~v2&~(v0^v1))-2*(v1&v2)-1*(v1^~(v0&v2))-2*(v2^(v0|(~v1|v2)))+1*(v2|~(v0^v1))+1*(v2^(~v0&(~v1|v2)))+11*((v1&~v2)|~(~v0|(~v1&v2)))+11*(v1^~(v0&(v1^v2)))-6*((v0&~v1)|(v1^v2))-1*(v1^~(v0|~v2))+11*(v1^~(v0&(v1&v2)))-3*(v2^~(~v0|(~v1&v2)))-5*(v2&(v0^v1))-5*~v0+2*~(~v0&(v1|v2))+2*((v0&v2)^(v0^(~v1&v2)))+11*(v1&(v0|~v2))+3*((v0&v1)|(v1^v2))-1*(v2^(~v0|(~v1&v2)))+24*~(v0|(~v1|v2))-9*~(~v0|(v1|v2))-5*~(~v0|(~v1|v2))+19*(~v0&(~v1&v2))+33*(~v0&(v1&v2))+16*(v0&(~v1&v2))
1*(v2&~(v0^v1))+2*~(v0|(v1|v2)),10*(v2&~(v0^v1))*(v0&v1)-11*(v2&~(v0^v1))*(v0|v1)-1*(v2&~(v0^v1))*~(v0|v1)+14*(v2&~(v0^v1))*~(v0|~v1)-24*~(v0|(v1|v2))*(v0&v1)+18*~(v0|(v1|v2))*(v0|v1)+4*~(v0|(v1|v2))*v1-2*~(v0|(v1|v2))*~(v0|v1)-32*~(v0|(v1|v2))*~(v0|~v1)+14*(v2&~(v0^v1))*(v0&~v1)-4*(v2&~(v0^v1))*(v0^v1)-28*~(v0|(v1|v2))*(v0&~v1)+8*~(v0|(v1|v2))*(v0^v1)
-1*(v2^~(v0&(~v1&v2))),-7*(~v1|~(v0^v2))+7*(v2^(v0|(~v1|v2)))-1*~(v0|v1)+3*(v2|~(v0|v1))-1*((v0^v1)&~(v0^v2))+1*((v0&~v1)|(v0^(v1^v2)))+5*(v1^(v0&(v1|v2)))+7*(v0^v1)-3*((v1&~v2)|~(v0|(~v1&v2)))-1*(v1^(v0&~v2))-3*(v1^(~v0&(v1^v2)))-1*(v1&~(v0&~v2))+2*v2+5*(~(v0&v1)&~(v0^(v1^v2)))+11*~(~v0&(~v1|v2))+4*(v2^~(v0|(v1&v2)))-2*((v0|v1)&(v1^v2))-1*(v1^(~v0|(v1^v2)))+4*~(v0&~v0)+11*(v1&(v0|~v2))+2*(v0&(v1^v2))-7*((v0&~v1)|~(v0^(v1^v2)))+2*(v1^~(~v0&(~v1|v2)))-1*(v1^(v0|~v2))+2*(~(v0|~v1)|(v1^v2))-6*((v0&v1)|(v0^(v1^v2)))-2*~(v0&(~v1&v2))-5*((v0|v1)&~(v0^(v1^v2)))-1*~(v0&(v1^v2))-2*(v2^~(v0&(v1&v2)))-6*(v2&~(v0&v1))+1*(~(v0&~v1)&(v0^(v1^v2)))-7*(~(v0|~v1)|(v0^(v1^v2)))+4*(~(v0|v1)|~(v0^(v1^v2)))+2*((v1&~v2)|~(~v0|(~v1&v2)))+1*(~v0|(v1|v2))+11*((v0^v1)|~(v0^v2))+4*(v1^(~v0|(v1|v2)))-5*(v1^(v0|v2))-19*~(v0|(v1|v2))-23*~(v0|(~v1|v2))-7*~(~v0|(v1|v2))-15*~(~v0|(~v1|v2))+17*(~v0&(~v1&v2))-13*(~v0&(v1&v2))-34*(v0&(~v1&v2))-20*(v0&(v1&v2))
-1*(v2^~(v0&(~v1&v2))),3*(v2^~(v0&(~v1&v2)))*(v0&v1)-2*(v2^~(v0&(~v1&v2)))*(v0&~v1)-4*(v2^~(v0&(~v1&v2)))*(v0|~v1)+1*(v2^~(v0&(~v1&v2)))*~(v0&~v1)-2*(v2^~(v0&(~v1&v2)))*~(v0|v1)+1*(v2^~(v0&(~v1&v2)))*(v0|v1)+6*(v2^~(v0&(~v1&v2)))*~(v0&v1)-7*(v2^~(v0&(~v1&v2)))*~(v0|~v1)
6*(v1&(v0|~v2)),-1*((v0|~v1)&(v0^(v1^v2)))+4*(v0&(v1^v2))+1*((v1&~v2)^(~v0|(v1^v2)))+1*((v0^v1)|(v0^v2))+4*(v0|(v1^v2))-7*(v2^~(~v0&(~v1&v2)))-1*((v0&v2)^~(v0^(~v1&v2)))+3*((v0|v1)&~(v0^(v1^v2)))+5*~(v1&v2)-1*~(~v0&(v1&v2))+1*(v2^~(~v0|(~v1&v2)))+7*(v2&~(v0^v1))+2*(v1^(v0|(v1^v2)))-11*(v2^(~v0&(~v1|v2)))+4*((v0^v1)&~(v0^v2))-5*(~(v0|~v1)|(v1^v2))-6*(v2^(v0|(~v1&v2)))+1*(v1^~(~v0&(~v1|v2)))+11*(v2^~(v0|(~v1&v2)))-1*((v0&v2)^~(v0^(v1&v2)))-3*((v0&~v1)|(v0^(v1^v2)))-3*((v0&v1)^(v0^(v1&v2)))-3*(v2^(~v0|(v1|v2)))-1*((v0^v1)|~(v0^v2))-5*(v0|(v1|v2))+1*(v0|(v1&v2))-1*(v1^(v0|(v1|v2)))+3*(v1^~(~v0|(v1^v2)))-11*(v2^(~v0|(v1&v2)))+1*(v2|~(v0|~v1))+1*(v1^(~v0|(v1&v2)))-11*(v1^~(v0&(v1&v2)))-7*~(v0|v1)+2*(~v0&(v1^v2))+2*((v0&~v1)|(v1^v2))-5*~(v0|~v1)+5*(v2&(v0|~v1))+1*(v2^(v0&(~v1|v2)))+1*(~v0&(v1|v2))+36*~(v0|(v1|v2))+15*~(v0|(~v1|v2))+18*~(~v0|(v1|v2))+8*~(~v0|(~v1|v2))-3*(~v0&(~v1&v2))+10*(~v0&(v1&v2))+7*(v0&(~v1&v2))+14*(v0&(v1&v2))
6*(v1&(v0|~v2)),30*(v1&(v0|~v2))*(v0&~v1)-60*(v1&(v0|~v2))*(v0^v1)-30*(v1&(v0|~v2))*~(v0|v1)+30*(v1&(v0|~v2))*~(v0|~v1)-6*(v1&(v0|~v2))*(v0&v1)+24*(v1&(v0|~v2))*~(v0&v1)
6*((v0|v1)&(v0^(v1^v2))),-3*(~v1&(v0^v2))+5*((v1&v2)^~(v0&(v1^v2)))+7*(v0|v2)+1*~(v0&(v1|v2))+3*~(v0|v2)+4*(v1^(v0|(v1&v2)))-11*(v2^(v0|(v1|v2)))-6*(v2^(~v0&(~v1|v2)))-11*~(v0|~v1)+1*(v2^(v0&~v1))+5*~(v0&(v1^v2))-1*~(v0&(~v1&v2))-6*((v0&v1)^~(v0^(~v1|v2)))-6*((v1&v2)|(v0&(v1|v2)))+1*(v0|(~v1|v2))+11*(v1^(~v0|(v1|v2)))-1*(~(v0&~v1)&(v0^(v1^v2)))-5*((v0&v1)|(v1^v2))-3*((v0&v1)|~(v1|v2))-1*~(v0|(v1&v2))-2*((v0&v1)^(v1|v2))-6*~(v1&v2)-5*~(~v0&(~v1|v2))-1*(~(v0&v1)&(v1^v2))-1*(v1^(v0|(v1|v2)))+4*(v1^v2)-2*(~(v0^v1)|(v0^v2))+2*(v1&~(v0^v2))-2*(v1^~(v0&(~v1&v2)))+2*(v1&v2)-3*~(v0^(~v1|v2))+4*(v1^(v0&(~v1|v2)))+4*(v2^~(~v0|(v1&v2)))+7*(~v0|(v1|v2))+1*(v2^~(~v0|(~v1&v2)))-5*~(v0^v1)-2*((v0|v1)&~(v1^v2))-2*(~v0|(v1^v2))+5*(v1^~(~v0&(v1&v2)))-10*~(v0|(v1|v2))+26*~(v0|(~v1|v2))+13*~(~v0|(v1|v2))+24*~(~v0|(~v1|v2))-20*(~v0&(~v1&v2))-12*(~v0&(v1&v2))-1*(v0&(~v1&v2))+16*(v0&(v1&v2))
6*((v0|v1)&(v0^(v1^v2))),-114*((v0|v1)&(v0^(v1^v2)))*(v0&~v1)+132*((v0|v1)&(v0^(v1^v2)))*(v0^v1)+12*((v0|v1)&(v0^(v1^v2)))*~(v0&v1)+12*((v0|v1)&(v0^(v1^v2)))*~(v0|v1)-150*((v0|v1)&(v0^(v1^v2)))*~(v0|~v1)-6*((v0|v1)&(v0^(v1^v2)))*v0-30*((v0|v1)&(v0^(v1^v2)))*~v1
-1*(~v0&(~v1&v2))+5*(~(v0&v1)&(v0^(v1^v2))),-5*(v0&v1)-3*v1-3*(v1^(~v0|(~v1|v2)))-3*(v1^(v0|~v2))+1*(v1^(v0&(~v1|v2)))+3*((v0&v1)^(v0^(~v1|v2)))-1*~(v0|~v1)+5*((v0&v2)|~(v1|v2))+11*(v2^~(v0|(~v1&v2)))+4*((v0&v1)|~(v1^v2))+4*(v2^(v0|(~v1|v2)))-1*(~v1&~(v0^v2))-1*(v2^~(v0&v1))-3*(v1^(~v0&(~v1|v2)))-6*(v2&(v0|~v1))-1*((v0^v1)|(v0^v2))+4*(v2^~(~v0&(v1&v2)))+1*~(v1&v2)-3*(v2^~(v0&(v1&v2)))+2*((v1&v2)|(v0&(v1|v2)))-7*~(v1|~v2)+1*((v0&~v1)|~(v1^v2))-1*(~(v0^v1)|(v0^v2))+2*((v0&v1)^(v1|v2))+5*((v1&~v2)^(~v0|(v1^v2)))+5*(v1^~(~v0&(v1^v2)))+1*~(~v0&(v1^v2))-1*(v2^(v0&(v1|v2)))-11*(v2|(v0&v1))-11*((v0|~v1)&~(v1^v2))+1*v0+7*(v1^(~v0|(v1&v2)))+5*(v2^(v0|~v1))-5*(~(v0|~v1)|(v0^(v1^v2)))-3*(v2^(v0&~v1))+4*(v1^~(v0&(v1|v2)))+1*(~(v0^v1)|~(v0^v2))+7*(v2^~(~v0&(~v1|v2)))+5*(v1^~(v0|v2))+4*(v0|v2)-7*((v0^v1)|~(v0^v2))-33*~(v0|(v1|v2))-3*~(v0|(~v1|v2))-4*~(~v0|(v1|v2))-20*~(~v0|(~v1|v2))-8*(~v0&(v1&v2))-1*(v0&(~v1&v2))+17*(v0&(v1&v2))
-1*(~v0&(~v1&v2))+5*(~(v0&v1)&(v0^(v1^v2))),7*(~v0&(~v1&v2))*(v0&v1)+12*(~v0&(~v1&v2))*(v0&~v1)-4*(~v0&(~v1&v2))*v1-2*(~v0&(~v1&v2))*~(v0^v1)+4*(~v0&(~v1&v2))*~(v0|v1)+17*(~v0&(~v1&v2))*~(v0|~v1)-5*(~(v0&v1)&(v0^(v1^v2)))*(v0&v1)+50*(~(v0&v1)&(v0^(v1^v2)))*(v0&~v1)+55*(~(v0&v1)&(v0^(v1^v2)))*~(v0|~v1)-11*(~v0&(~v1&v2))*(v0^v1)-1*(~v0&(~v1&v2))*~v0-55*(~(v0&v1)&(v0^(v1^v2)))*(v0^v1)-5*(~(v0&v1)&(v0^(v1^v2)))*~v0
-11*(~v0|(v1^v2))-3*(v1^~(~v0&(~v1&v2))),-6*~(v0|v1)-5*(v1^(v0&~v2))-1*~(v0&(~v1&v2))+3*~(v0&~v2)+7*~(v1&v2)-1*(v2^~(~v0&(~v1|v2)))-1*(v2^~(v0&(~v1|v2)))+7*(v1^(~v0&(v1|v2)))+2*(v2^~(v0&v1))-11*(v2^(v0&v1))+4*(v1^~(v0&(v1|v2)))-3*(v2^~(v0|(~v1&v2)))+5*((v0&v1)^~(v0^(~v1|v2)))-1*(v0|(v1^v2))+1*(v2^~(~v0&(v1|v2)))-11*~(v0&v1)-1*(v1|~(v0|v2))-7*(~(v0^v1)&(v0^v2))-11*((v0&v2)^~(v0^(~v1&v2)))+7*(v2^(~v0&(~v1|v2)))-2*(v0&~v2)+11*(v1^v2)+1*~(v0|(~v1&v2))+1*(~(v0&v1)&~(v0^(v1^v2)))-7*~(v0|(v1&v2))+5*(v2|~(v0|v1))-1*~(v1&~v2)-5*(v2&(v0|~v1))-3*(v1^(~v0|(v1^v2)))-11*(v0^v1)+2*((v0|v1)&(v0^(v1^v2)))+1*((v0&v1)^~(v0^(v1&v2)))-3*(~(v0&v1)&~(v1^v2))+1*(v1^(~v0|(~v1&v2)))-3*(v1^~(~v0&(v1|v2)))-3*(~v1|~(v0^v2))-5*(~v0&(v1|v2))-1*~v1-5*((v1&v2)^~(~v0&(v1^v2)))-1*(v1^~(v0|(~v1&v2)))+14*~(v0|(v1|v2))+21*~(v0|(~v1|v2))+24*~(~v0|(v1|v2))-17*~(~v0|(~v1|v2))+15*(~v0&(~v1&v2))+42*(~v0&(v1&v2))+5*(v0&(~v1&v2))+5*(v0&(v1&v2))
-11*(~v0|(v1^v2))-3*(v1^~(~v0&(~v1&v2))),33*(~v0|(v1^v2))*(v0&v1)-176*(~v0|(v1^v2))*(v0&~v1)+132*(~v0|(v1^v2))*~(v0&v1)+44*(~v0|(v1^v2))*~(v0&~v0)-99*(~v0|(v1^v2))*~(v0|v1)-165*(~v0|(v1^v2))*~(v0|~v1)-15*(v1^~(~v0&(~v1&v2)))*(v0&v1)+6*(v1^~(~v0&(~v1&v2)))*(v0&~v1)-15*(v1^~(~v0&(~v1&v2)))*~(v0|v1)+3*(v1^~(~v0&(~v1&v2)))*~(v0|~v1)+11*(~v0|(v1^v2))*(v0|~v1)-77*(~v0|(v1^v2))*~(v0^v1)-3*(v1^~(~v0&(~v1&v2)))*(v0|~v1)+21*(v1^~(~v0&(~v1&v2)))*~(v0^v1)
42*~(v0|(~v1|v2)),2*(v1|(v0^v2))+7*~(v0&~v1)+3*(v1^(v0&(~v1|v2)))+3*(~v0|(~v1&v2))+1*((v0|~v1)&~(v0^(v1^v2)))+2*~(~v0|(v1^v2))+7*~(v0^(~v1&v2))-3*((v0&~v1)|~(v0^(v1^v2)))+4*(v1^(~v0|(~v1|v2)))-1*~(v1^v2)+5*(v1^~(~v0&(~v1&v2)))+2*(v2^(~v0|(v1|v2)))+11*(v1|~v2)-1*((v0&v1)^(v0^(v1&v2)))+3*(v1^~(~v0&(~v1|v2)))-1*(v0|(~v1&v2))-1*(v2^(v0&~v1))+11*(v2^~(~v0&(~v1|v2)))-2*((v1&~v2)^(v0|(v1^v2)))-7*(v2^(v0|(v1&v2)))-5*(v1&~(v0&~v2))+1*(v1|~(v0|~v2))+1*~(v0|v1)+1*((v0|v1)&~(v0^(v1^v2)))-6*(~(v0|v1)|~(v1^v2))+5*(v0^(~v1|v2))-5*(v2^~(v0&(v1&v2)))-2*~(v0&v2)-1*(v2&~(v0^v1))-11*~(v0&(~v1&v2))+1*(v1|v2)-1*(v1^~(~v0|(v1&v2)))+11*(v1&~v2)+1*v1-7*~(~v0|(v1&v2))+1*(v2^~(v0&~v1))+4*(v1|~(v0|v2))+5*(v1^~(v0&v2))+5*(~(v0&v1)&~(v0^(v1^v2)))+1*(~(v0|~v1)|~(v1^v2))-1*(v0&(v1|v2))-34*~(v0|(v1|v2))+1*~(~v0|(v1|v2))-29*~(~v0|(~v1|v2))-9*(~v0&(~v1&v2))-35*(~v0&(v1&v2))-18*(v0&(~v1&v2))+1*(v0&(v1&v2))
42*~(v0|(~v1|v2)),-42*~(v0|(~v1|v2))*(v0&v1)-420*~(v0|(~v1|v2))*(v0&~v1)-504*~(v0|(~v1|v2))*~(v0|v1)+42*~(v0|(~v1|v2))*~(v0|~v1)-84*~(v0|(~v1|v2))*(v0^v1)+462*~(v0|(~v1|v2))*~v1
6*~(v0&~v2)-4*~(v0^(v1^v2)),-3*(v2|~(v0|v1))-1*(v1^(~v0|(~v1|v2)))-1*(v1&~(v0&v2))+2*(v0|(v1&v2))+1*(v2^~(v0|(v1&v2)))+7*~(v0|(~v1&v2))+5*~(v0^v1)+11*(v0&~v2)+1*(v2^(v0|(v1&v2)))+5*(v2^(v0&~v1))-2*~(v0&(~v1&v2))-3*((v1&~v2)|~(~v0|(~v1&v2)))+5*(v1^~(~v0|(v1^v2)))+3*(v1^(v0|(v1&v2)))-1*((v0&v2)|(v1&~v2))+4*~(v0&(v1&v2))+1*((v0&~v1)|(v0^(v1^v2)))+1*~v1-7*(v1^~(v0|(v1&v2)))-3*~(v0&v2)+4*(v1^~(v0&v2))-2*((v0&v1)|~(v1|~v2))+5*(v2^~(~v0&(~v1|v2)))+3*(~(v0^v1)|(v0^v2))+1*((v0|v1)&~(v1^v2))-1*(v2^~(v0&v1))+5*(v0^v1)+2*~(v0&(~v1|v2))-5*(v2^(v0&(~v1|v2)))-5*((v0&v1)|(v0^(v1^v2)))-1*(~(v0&v1)&(v0^(v1^v2)))-3*(v1&~(v0^v2))+4*((v0&v1)^(v0^(v1&v2)))-3*(v0|v2)+11*(v2&(v0|~v1))-3*((v0&v1)^(v1|v2))-11*(v1^~(v0|v2))-1*~(v0^(~v1|v2))+1*(~v0|(v1&v2))+11*(v2|(v0^v1))+2*~(v0|(v1|v2))-15*~(v0|(~v1|v2))-41*~(~v0|(v1|v2))-3*~(~v0|(~v1|v2))-13*(~v0&(~v1&v2))-16*(~v0&(v1&v2))-27*(v0&(~v1&v2))-1*(v0&(v1&v2))
6*~(v0&~v2)-4*~(v0^(v1^v2)),48*~(v0&~v2)*(v0&v1)-30*~(v0&~v2)*(v0&~v1)+24*~(v0&~v2)*~(v0&v1)-18*~(v0&~v2)*~(v0|v1)+24*~(v0&~v2)*~(v0|~v1)+40*~(v0^(v1^v2))*(v0&v1)-4*~(v0^(v1^v2))*(v0&~v1)+8*~(v0^(v1^v2))*(v0^v1)+12*~(v0^(v1^v2))*~(v0|v1)+32*~(v0^(v1^v2))*~(v0|~v1)-42*~(v0&~v2)*v1-12*~(v0&~v2)*~(v0&~v1)-28*~(v0^(v1^v2))*v1-8*~(v0^(v1^v2))*~(v0&~v1)
-2*~(v1|~v2)+3*(~(v0&~v1)&~(v0^(v1^v2))),11*((v0|~v1)&(v1^v2))+7*~(v0|(v1^v2))-3*~(v0&(~v1|v2))+11*(v2&(v0|v1))-5*(~(v0&v1)&(v0^(v1^v2)))-1*(v1&(v0|~v2))-1*((v0&v1)^~(v0^(~v1|v2)))-1*~(v1|v2)+1*((v0&v2)|(v1&~v2))+1*(~(v0|~v1)|(v1^v2))-1*((v1&v2)|(v0&(v1|v2)))-2*(v1^(v0|(v1^v2)))-1*((v0|v1)&~(v1^v2))-11*(v1^(v0&(v1^v2)))+5*(~(v0&~v1)&(v1^v2))-3*(v2|~(v0|~v1))+1*(v2&~(v0^v1))+11*((v0&v1)|~(v1|v2))-1*(~(v0&~v1)&~(v1^v2))+5*(v2|(v0&~v1))+1*(v2^~(~v0&(~v1|v2)))+1*(~(v0^v1)&(v0^v2))-2*(~v1|(v0^v2))+3*(v2^(~v0|(v1|v2)))-3*((v0|~v1)&~(v0^(v1^v2)))+2*~(v0&(v1|v2))+1*(v2^~(v0|(v1&v2)))+2*~(v0|~v1)+2*(v1|(v0&v2))+2*v2-1*~(v1^v2)+1*(v1^(~v0&(v1^v2)))+4*(v2^~(~v0&(v1&v2)))-7*~(v0|v2)+4*(v2&~(v0&~v1))-1*(v1^(v0&(v1|v2)))+7*(v2^(~v0&(v1|v2)))+5*(v0&~v2)+11*(v0^(v1^v2))+1*(~v0&(v1|v2))-7*~(v0|(v1|v2))-9*~(v0|(~v1|v2))-26*~(~v0|(v1|v2))-32*~(~v0|(~v1|v2))-33*(~v0&(~v1&v2))-15*(~v0&(v1&v2))-19*(v0&(~v1&v2))-38*(v0&(v1&v2))
-2*~(v1|~v2)+3*(~(v0&~v1)&~(v0^(v1^v2))),-4*~(v1|~v2)*(v0&v1)-4*~(v1|~v2)*~(v0&v1)+10*~(v1|~v2)*~(v0|v1)+16*~(v1|~v2)*~(v0|~v1)-10*~(v1|~v2)*~v0-12*(~(v0&~v1)&~(v0^(v1^v2)))*(v0&v1)-12*(~(v0&~v1)&~(v0^(v1^v2)))*(v0&~v1)-39*(~(v0&~v1)&~(v0^(v1^v2)))*~(v0|v1)-30*(~(v0&~v1)&~(v0^(v1^v2)))*~(v0|~v1)+27*(~(v0&~v1)&~(v0^(v1^v2)))*~v0+6*~(v1|~v2)*(v0|~v1)+9*(~(v0&~v1)&~(v0^(v1^v2)))*(v0|~v1)
